Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
238233,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,85577,Married,Star,4307.42,Standard,2017,4,,
979309,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,63654,Single,Star,4312.77,Standard,2013,3,,
342483,Canada,Alberta,Calgary,T3E 2V9,Male,College,,Single,Aurora,23706.11,2018 Promotion,2018,3,,
833569,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,,Single,Star,4314.07,Standard,2017,9,,
120046,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,56411,Married,Star,4314.17,Standard,2017,7,,
816881,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,56411,Married,Star,4314.17,Standard,2018,6,,
717700,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,62093,Married,Star,4315.79,Standard,2015,9,,
384146,Canada,Alberta,Peace River,T9O 2W2,Female,High School or Below,48890,Married,Nova,2790.23,2018 Promotion,2018,4,2018,12
245465,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Doctor,69818,Married,Star,4319.15,Standard,2015,8,,
510372,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Divorced,Star,4322.24,Standard,2018,7,,
709920,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,82427,Married,Star,4327.1,Standard,2013,1,,
156031,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,84981,Married,Star,4328.37,Standard,2014,12,2015,8
143784,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,76159,Married,Star,4330.39,Standard,2013,1,,
602176,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,76159,Married,Star,4330.39,Standard,2016,8,2018,5
870998,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,76159,Married,Star,4330.39,Standard,2016,4,,
958224,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,76159,Married,Star,4330.39,Standard,2015,12,,
837628,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,60928,Married,Star,4330.77,Standard,2014,10,,
395460,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Single,Star,4330.8,Standard,2013,12,,
136547,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,92131,Married,Star,4331.46,Standard,2012,9,,
780631,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,92131,Married,Star,4331.46,Standard,2018,11,,
166712,Canada,Saskatchewan,Regina,S1J 3C5,Male,Master,114551,Single,Star,4334.06,Standard,2014,8,,
217695,Canada,Ontario,Trenton,K8V 4B2,Male,Master,114551,Single,Star,4334.06,Standard,2013,9,,
263707,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Master,114551,Single,Star,4334.06,Standard,2014,5,,
638368,Canada,Quebec,Montreal,H2T 2J6,Male,Master,114551,Single,Star,4334.06,Standard,2013,11,,
695529,Canada,British Columbia,Vancouver,V6E 3D9,Male,Master,114551,Single,Star,4334.06,Standard,2012,12,,
871203,Canada,Ontario,Toronto,M1R 4K3,Male,Master,114551,Single,Star,4334.06,Standard,2017,12,,
915571,Canada,British Columbia,Victoria,V10 6T5,Male,Master,114551,Single,Star,4334.06,Standard,2015,7,,
642109,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,94908,Married,Star,4335.35,Standard,2014,2,,
833701,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,4340.86,Standard,2014,2,,
275442,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,87262,Married,Star,4349.31,Standard,2016,1,,
374345,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,87262,Married,Star,4349.31,Standard,2015,10,,
384825,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,87262,Married,Star,4349.31,Standard,2012,8,,
559233,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,87262,Married,Star,4349.31,Standard,2018,7,,
564650,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,87262,Married,Star,4349.31,Standard,2013,8,,
277649,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,94838,Divorced,Star,4358.76,Standard,2012,8,,
176885,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,90142,Married,Star,4361.37,Standard,2015,12,2016,8
732013,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,90142,Married,Star,4361.37,Standard,2015,9,,
793318,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,4362.77,Standard,2016,2,,
830024,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Star,4362.77,Standard,2015,4,,
223684,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,74964,Married,Star,4362.93,Standard,2018,7,,
723262,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,74964,Married,Star,4362.93,Standard,2018,10,,
879892,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,71797,Divorced,Star,4363.12,Standard,2018,5,,
966117,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,71797,Divorced,Star,4363.12,Standard,2012,9,,
258358,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Single,Star,4363.2,Standard,2016,7,2017,3
265836,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,64692,Single,Star,4364.31,Standard,2013,6,,
474174,Canada,Ontario,Sudbury,M5V 1G5,Female,Doctor,218703,Married,Star,4365.26,Standard,2015,11,2018,1
474172,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,50951,Single,Star,4369.04,Standard,2015,5,2016,3
202299,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,245427,Married,Star,4373.36,Standard,2017,3,,
497467,Canada,Quebec,Montreal,H4G 3T4,Female,Doctor,245427,Married,Star,4373.36,Standard,2015,3,,
971902,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Married,Star,4376.08,Standard,2014,1,2015,11
134279,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,78573,Divorced,Star,4376.36,Standard,2018,8,,
474757,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,78573,Divorced,Star,4376.36,Standard,2014,4,2015,5
635225,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,78573,Divorced,Star,4376.36,Standard,2015,3,,
980198,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,78573,Divorced,Star,4376.36,Standard,2017,2,,
995693,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,78573,Divorced,Star,4376.36,Standard,2018,5,,
861924,Canada,Nova Scotia,Halifax,B3C 2M8,Male,College,,Single,Star,4377.53,Standard,2013,9,,
639383,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,46978,Married,Star,4381.18,Standard,2018,10,,
769731,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,61040,Married,Star,4381.88,Standard,2016,3,,
884530,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,61040,Married,Star,4381.88,Standard,2018,7,,
207372,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,93733,Single,Star,4383.15,Standard,2017,12,,
236300,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,55522,Married,Star,4384.35,Standard,2015,8,2016,8
543553,Canada,Ontario,Toronto,P1J 8T7,Female,Master,72027,Single,Star,4386.28,Standard,2018,11,,
639701,Canada,Ontario,Trenton,K8V 4B2,Female,Master,72027,Single,Star,4386.28,Standard,2012,4,,
998090,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,51427,Married,Star,4389.28,Standard,2016,7,,
283747,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Divorced,Star,4389.95,Standard,2016,4,,
863122,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,52922,Married,Star,4395.89,Standard,2018,5,,
816593,Canada,British Columbia,Victoria,V10 6T5,Male,College,,Single,Star,4398.05,Standard,2015,11,,
440939,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,68812,Married,Star,4419.12,Standard,2016,9,,
531201,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Married,Star,4419.54,Standard,2012,8,,
585629,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Star,4423.69,Standard,2016,3,,
347932,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,78444,Married,Star,4425.75,Standard,2012,9,,
417886,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,91100,Married,Star,4425.91,Standard,2015,2,,
514900,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,91100,Married,Star,4425.91,Standard,2018,7,,
203550,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,53610,Married,Star,4426.1,Standard,2013,11,,
181825,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,74770,Married,Star,4428.03,Standard,2015,4,,
261582,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,74770,Married,Star,4428.03,Standard,2012,7,,
679859,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,74770,Married,Star,4428.03,Standard,2014,9,,
977693,Canada,Alberta,Calgary,T3E 2V9,Female,College,,Single,Nova,2887.74,2018 Promotion,2018,2,,
122958,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,49512,Married,Star,4430.57,Standard,2016,6,,
274698,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,57188,Married,Star,4434.41,Standard,2013,9,2018,3
443967,Canada,Alberta,Peace River,T9O 2W2,Female,High School or Below,73327,Single,Nova,3086.87,2018 Promotion,2018,3,,
652291,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,96749,Divorced,Star,4439.9,Standard,2013,10,,
603775,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Married,Star,4443.63,Standard,2014,3,,
948404,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Doctor,86499,Married,Star,4447.42,Standard,2014,12,,
605877,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Married,Star,4455.84,Standard,2016,12,,
994377,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,53530,Single,Star,4456.02,Standard,2013,12,,
766927,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,71936,Divorced,Star,4457.94,Standard,2016,4,,
556492,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Single,Nova,3099.54,2018 Promotion,2018,3,,
702588,Canada,Alberta,Banff,T4V 1D4,Male,Master,94440,Divorced,Star,4458.11,Standard,2016,11,,
798248,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Master,94440,Divorced,Star,4458.11,Standard,2012,5,,
641448,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,83194,Married,Star,4462.45,Standard,2015,11,,
406047,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Star,4463,Standard,2017,3,,
538902,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,4463,Standard,2017,10,,
855602,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,60704,Single,Nova,3133.5,2018 Promotion,2018,3,,
883242,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Single,Star,4463,Standard,2018,10,,
909134,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,4463,Standard,2016,5,,
294753,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Star,4463.61,Standard,2015,1,,
606076,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,77162,Married,Star,4465.34,Standard,2018,11,,
120613,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Single,Star,4466.1,Standard,2018,12,,
520094,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,52881,Married,Star,4466.98,Standard,2016,10,,
754539,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Star,4467.71,Standard,2016,6,,
189611,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,4468.22,Standard,2012,10,,
971599,Canada,Alberta,Banff,T4V 1D4,Male,College,,Single,Star,4468.51,Standard,2013,6,,
485189,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,,Single,Star,4471.75,Standard,2012,9,,
521384,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,71069,Married,Star,4472.33,Standard,2016,1,,
128039,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,94052,Married,Star,4474.48,Standard,2014,9,,
565133,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,62202,Divorced,Star,4477.45,Standard,2013,4,,
947876,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,101171,Married,Star,4479.02,Standard,2018,12,,
138746,Canada,British Columbia,Vancouver,V6E 3Z3,Female,High School or Below,57020,Married,Star,4479.49,Standard,2012,12,,
564707,Canada,Ontario,Trenton,K8V 4B2,Female,High School or Below,57020,Married,Star,4479.49,Standard,2013,10,,
712114,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,87293,Married,Nova,3235.36,2018 Promotion,2018,4,,
174996,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,,Single,Star,4488.13,Standard,2014,10,,
798854,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Married,Star,4491.91,Standard,2017,6,,
800075,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,62621,Single,Star,4492.23,Standard,2016,2,,
410384,Canada,New Brunswick,Moncton,E1A 2A7,Male,College,,Single,Star,4492.52,Standard,2012,9,,
692304,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Star,4492.52,Standard,2016,10,,
991672,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Single,Star,4502.41,Standard,2017,4,,
344180,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Star,4502.67,Standard,2017,7,,
703338,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Single,Star,4502.87,Standard,2018,11,,
922388,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,91236,Married,Star,4505.4,Standard,2016,12,,
471018,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,50047,Married,Star,4505.84,Standard,2015,8,2017,4
655743,Canada,Quebec,Montreal,H2T 2J6,Female,High School or Below,60806,Single,Star,4505.85,Standard,2013,7,,
787472,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Star,4506.66,Standard,2017,9,,
667687,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Star,4512.2,Standard,2018,11,,
348920,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,95947,Married,Star,4515.18,Standard,2013,4,,
523394,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,95947,Married,Star,4515.18,Standard,2014,11,,
430521,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,47639,Divorced,Star,4515.45,Standard,2018,12,,
981581,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,71398,Married,Star,4517.91,Standard,2013,10,,
639510,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,,Single,Star,4518.02,Standard,2012,12,,
744675,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,60757,Married,Star,4521.19,Standard,2015,2,,
289177,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,55909,Married,Star,4525.28,Standard,2014,12,,
271641,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Married,Nova,3256.77,2018 Promotion,2018,3,2018,12
357149,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Married,Star,4526.13,Standard,2016,5,,
876207,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,99902,Married,Star,4526.95,Standard,2014,7,,
224384,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,97789,Married,Star,4528.74,Standard,2013,4,,
650445,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,79568,Married,Star,4529.06,Standard,2016,8,,
399982,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,4529.98,Standard,2013,6,,
228984,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,57254,Married,Star,4530.53,Standard,2015,11,,
221388,Canada,Ontario,Sudbury,M5V 1G5,Male,College,,Married,Star,4531.37,Standard,2013,7,,
710053,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,49253,Married,Star,4531.37,Standard,2016,6,,
591576,Canada,Quebec,Montreal,H2Y 4R4,Female,College,,Single,Star,4531.68,Standard,2012,11,,
696577,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,58713,Single,Nova,3757.8,2018 Promotion,2018,4,,
836475,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,75487,Married,Star,4540.38,Standard,2014,8,,
686223,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,33651,Married,Nova,3837.45,2018 Promotion,2018,4,,
450979,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Divorced,Star,4541.26,Standard,2018,11,,
392235,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,53768,Single,Star,4542.41,Standard,2013,7,,
529218,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,4547.16,Standard,2015,2,,
549132,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,56443,Married,Star,4547.89,Standard,2017,5,,
782523,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,56443,Married,Star,4547.89,Standard,2018,9,,
566343,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Married,Star,4548.29,Standard,2013,12,2015,4
263729,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,94208,Single,Star,4554.56,Standard,2014,3,2014,11
326561,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,94208,Single,Star,4554.56,Standard,2015,1,2017,5
430880,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,102644,Single,Nova,5272.19,2018 Promotion,2018,4,,
216652,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,73496,Married,Nova,5387.93,2018 Promotion,2018,2,2018,10
561092,Canada,Quebec,Hull,J8Y 3Z5,Male,High School or Below,48849,Married,Star,4558.43,Standard,2018,11,,
234866,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,,Single,Star,4558.59,Standard,2014,8,,
721984,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,59500,Married,Star,4558.97,Standard,2017,3,,
772397,Canada,Ontario,Kingston,M9K 2P4,Male,High School or Below,80050,Married,Star,4561.27,Standard,2014,4,,
685792,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,60582,Divorced,Star,4563.02,Standard,2016,7,2017,9
344199,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Married,Star,4563.87,Standard,2012,7,,
909385,Canada,Ontario,Sudbury,M5V 1G5,Male,High School or Below,44510,Single,Star,4564.51,Standard,2016,3,,
211043,Canada,Yukon,Whitehorse,Y2K 6R0,Female,College,,Single,Star,4566.12,Standard,2012,7,,
459801,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Star,4568.82,Standard,2012,6,,
958243,Canada,Ontario,London,M5B 3E4,Male,College,,Married,Star,4569.88,Standard,2017,1,,
517758,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Doctor,269011,Divorced,Star,4570.67,Standard,2012,12,,
712062,Canada,Ontario,Kingston,M9K 2P4,Male,Doctor,269011,Divorced,Star,4570.67,Standard,2016,8,,
845945,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,98851,Divorced,Star,4571.51,Standard,2014,1,,
324707,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Married,Star,4572.04,Standard,2013,3,,
184635,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,104581,Single,Star,4574.52,Standard,2014,10,,
947123,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,55985,Single,Star,4574.92,Standard,2017,11,2018,4
432598,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,67447,Married,Star,4576.76,Standard,2014,9,,
524483,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,67447,Married,Star,4576.76,Standard,2014,12,,
413445,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,68171,Divorced,Star,4582.16,Standard,2017,8,2018,4
257575,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,82460,Married,Star,4582.67,Standard,2016,6,,
352834,Canada,Ontario,Trenton,K8V 4B2,Male,High School or Below,58212,Married,Star,4582.69,Standard,2017,8,,
127590,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,80927,Married,Star,4582.9,Standard,2017,4,,
846374,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,48538,Married,Star,4583.1,Standard,2016,3,,
651054,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,101280,Married,Star,4583.75,Standard,2018,5,,
674637,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,83167,Married,Nova,5395.83,2018 Promotion,2018,3,,
130368,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,92859,Married,Star,4591.63,Standard,2013,10,,
752331,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,85766,Married,Star,4592.15,Standard,2015,3,,
986825,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,85766,Married,Star,4592.15,Standard,2013,9,,
882024,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Married,Star,4594.26,Standard,2018,9,,
981343,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Star,4594.26,Standard,2012,10,,
101581,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,87781,Married,Star,4595.46,Standard,2012,10,,
321557,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,101826,Divorced,Star,4595.52,Standard,2013,12,2014,9
390719,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,69609,Married,Star,4598.24,Standard,2014,3,2014,10
329358,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,89923,Single,Star,4599.76,Standard,2018,1,,
497494,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,59207,Married,Star,4601.91,Standard,2016,7,,
821379,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,59207,Married,Star,4601.91,Standard,2017,9,2018,5
361816,Canada,British Columbia,Victoria,V10 6T5,Female,High School or Below,65673,Single,Star,4605.04,Standard,2014,3,,
517612,Canada,Ontario,Kingston,M9K 2P4,Male,High School or Below,65673,Single,Star,4605.04,Standard,2013,7,2016,1
734192,Canada,Newfoundland,St. John's,A1C 6H9,Male,High School or Below,65673,Single,Star,4605.04,Standard,2016,1,,
774724,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,65673,Single,Star,4605.04,Standard,2016,5,,
984824,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,94891,Married,Nova,5500.01,2018 Promotion,2018,4,,
906396,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Single,Star,4606.27,Standard,2016,1,,
722976,Canada,British Columbia,Whistler,V6T 1Y8,Female,High School or Below,53315,Married,Star,4617.39,Standard,2016,10,,
747304,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,62030,Divorced,Star,4617.84,Standard,2012,7,,
613804,Canada,Ontario,Toronto,M2Z 4K1,Female,College,,Single,Star,4620.39,Standard,2016,6,,
995877,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Single,Star,4623.54,Standard,2018,1,,
446968,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,102934,Single,Star,4623.62,Standard,2015,1,2015,9
123928,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,52589,Divorced,Star,4624.56,Standard,2018,12,,
237105,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,52589,Divorced,Star,4624.56,Standard,2017,11,,
